case_id,soc_id,incident_id,alert_id,created_at,assigned_analyst_id,severity,status,resolution,resolution_reason,investigation_notes,closed_at
CASE-003555,SOC-005,,ALT-003555,2026-01-11T07:35:00Z,ANL-5001,MEDIUM,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,Checked process execution history for HOST-3805 following T1071.001 alert.,2026-01-11T10:41:00Z
CASE-003556,SOC-005,,ALT-003556,2026-01-11T01:57:00Z,ANL-5007,HIGH,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Reviewed T1105 activity on HOST-3068; correlated with source 10.91.143.182.,2026-01-11T03:33:00Z
CASE-003557,SOC-005,,ALT-003557,2026-01-11T08:31:00Z,ANL-5014,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Cross-referenced 10.248.248.133 against threat intelligence feeds for HOST-1808.,2026-01-11T10:00:00Z
CASE-003558,SOC-005,,ALT-003558,2026-01-11T06:37:00Z,ANL-5006,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Investigated T1486 indicators on HOST-3543; no further lateral movement observed.,2026-01-11T08:26:00Z
CASE-003559,SOC-005,,ALT-003559,2026-01-11T12:10:00Z,ANL-5004,MEDIUM,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Manually reviewed HOST-3970 logs; findings documented against case ticket.,2026-01-11T14:16:00Z
CASE-003560,SOC-005,,ALT-003560,2026-01-11T19:52:00Z,ANL-5001,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Analysed endpoint telemetry for HOST-4102 tied to T1021.002 detection.,2026-01-11T23:17:00Z
CASE-003561,SOC-005,,ALT-003561,2026-01-12T07:19:00Z,ANL-5010,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed T1486 activity on HOST-1021; correlated with source 10.57.161.33.,2026-01-12T08:58:00Z
CASE-003562,SOC-005,,ALT-003562,2026-01-12T21:31:00Z,ANL-5009,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Cross-referenced 10.226.221.129 against threat intelligence feeds for HOST-3246.,2026-01-13T02:11:00Z
CASE-003563,SOC-005,,ALT-003563,2026-01-12T19:13:00Z,ANL-5008,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Checked process execution history for HOST-3472 following T1021.001 alert.,2026-01-12T23:18:00Z
CASE-003564,SOC-005,,ALT-003564,2026-01-12T04:35:00Z,ANL-5004,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Analysed endpoint telemetry for HOST-4717 tied to T1041 detection.,2026-01-12T12:18:00Z
CASE-003565,SOC-005,,ALT-003565,2026-01-12T04:38:00Z,ANL-5009,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.92.94.146 to determine scope of T1486 activity on HOST-3693.,2026-01-12T12:34:00Z
CASE-003566,SOC-005,,ALT-003566,2026-01-12T22:57:00Z,ANL-5005,HIGH,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Reviewed escalation criteria for HOST-2507; behaviour consistent with known baseline.,2026-01-12T23:48:00Z
CASE-003567,SOC-005,,ALT-003567,2026-01-12T10:17:00Z,ANL-5007,CRITICAL,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,Reviewed escalation criteria for HOST-2677; behaviour consistent with known baseline.,2026-01-12T13:35:00Z
CASE-003568,SOC-005,,ALT-003568,2026-01-12T12:42:00Z,ANL-5013,MEDIUM,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,Analysed endpoint telemetry for HOST-4835 tied to T1071.001 detection.,2026-01-12T16:23:00Z
CASE-003569,SOC-005,,ALT-003569,2026-01-12T06:56:00Z,ANL-5002,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Cross-referenced 10.223.128.166 against threat intelligence feeds for HOST-2621.,2026-01-12T09:43:00Z
CASE-003570,SOC-005,,ALT-003570,2026-01-12T10:28:00Z,ANL-5010,MEDIUM,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Manually reviewed HOST-1252 logs; findings documented against case ticket.,2026-01-12T13:23:00Z
CASE-003571,SOC-005,,ALT-003571,2026-01-12T05:41:00Z,ANL-5005,MEDIUM,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Investigated T1486 indicators on HOST-4699; no further lateral movement observed.,2026-01-12T09:33:00Z
CASE-003572,SOC-005,,ALT-003572,2026-01-12T01:38:00Z,ANL-5003,HIGH,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Checked process execution history for HOST-1640 following T1110 alert.,2026-01-12T02:44:00Z
CASE-003573,SOC-005,,ALT-003573,2026-01-12T23:07:00Z,ANL-5013,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Investigated T1003 indicators on HOST-1329; no further lateral movement observed.,2026-01-13T03:42:00Z
CASE-003574,SOC-005,,ALT-003574,2026-01-12T01:55:00Z,ANL-5001,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Investigated T1547.001 indicators on HOST-3526; no further lateral movement observed.,2026-01-12T10:29:00Z
CASE-003575,SOC-005,,ALT-003575,2026-01-12T14:26:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Investigated T1021.002 indicators on HOST-2603; no further lateral movement observed.,2026-01-12T21:03:00Z
CASE-003576,SOC-005,,ALT-003576,2026-01-12T05:27:00Z,ANL-5005,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Validated authentication logs tied to HOST-2651 to rule out credential compromise.,2026-01-12T09:17:00Z
CASE-003577,SOC-005,,ALT-003577,2026-01-12T20:08:00Z,ANL-5002,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Checked process execution history for HOST-2610 following T1595 alert.,2026-01-13T01:25:00Z
CASE-003578,SOC-005,,ALT-003578,2026-01-12T02:54:00Z,ANL-5006,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Checked process execution history for HOST-3774 following T1595 alert.,2026-01-12T04:35:00Z
CASE-003579,SOC-005,,ALT-003579,2026-01-12T11:48:00Z,ANL-5011,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Manually reviewed HOST-2911 logs; findings documented against case ticket.,2026-01-12T15:47:00Z
CASE-003580,SOC-005,,ALT-003580,2026-01-12T21:28:00Z,ANL-5002,HIGH,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Traced network flow from 10.236.60.199 to determine scope of T1003 activity on HOST-1047.,2026-01-12T22:44:00Z
CASE-003581,SOC-005,,ALT-003581,2026-01-12T02:13:00Z,ANL-5012,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-3585, no further action taken.",2026-01-12T07:35:00Z
CASE-003582,SOC-005,,ALT-003582,2026-01-12T07:40:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Investigated T1041 indicators on HOST-1759; no further lateral movement observed.,2026-01-12T12:07:00Z
CASE-003583,SOC-005,,ALT-003583,2026-01-12T16:38:00Z,ANL-5001,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Reviewed and closed.,2026-01-12T23:52:00Z
CASE-003584,SOC-005,,ALT-003584,2026-01-12T15:29:00Z,ANL-5012,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Traced network flow from 10.192.63.42 to determine scope of T1003 activity on HOST-2793.,2026-01-12T21:40:00Z
CASE-003585,SOC-005,,ALT-003585,2026-01-12T07:06:00Z,ANL-5002,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.105.205.101 to determine scope of T1486 activity on HOST-4726.,2026-01-12T08:09:00Z
CASE-003586,SOC-005,,ALT-003586,2026-01-12T05:52:00Z,ANL-5008,LOW,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Analysed endpoint telemetry for HOST-1885 tied to T1486 detection.,2026-01-12T09:24:00Z
CASE-003587,SOC-005,,ALT-003587,2026-01-12T09:37:00Z,ANL-5006,HIGH,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Manually reviewed HOST-1574 logs; findings documented against case ticket.,2026-01-12T11:15:00Z
CASE-003588,SOC-005,,ALT-003588,2026-01-12T18:58:00Z,ANL-5002,LOW,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Analysed endpoint telemetry for HOST-4475 tied to T1486 detection.,2026-01-13T02:53:00Z
CASE-003589,SOC-005,,ALT-003589,2026-01-12T05:05:00Z,ANL-5003,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-4400, no further action taken.",2026-01-12T08:24:00Z
CASE-003590,SOC-005,,ALT-003590,2026-01-12T14:04:00Z,ANL-5002,HIGH,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Checked process execution history for HOST-1150 following T1486 alert.,2026-01-12T15:04:00Z
CASE-003591,SOC-005,,ALT-003591,2026-01-12T06:04:00Z,ANL-5013,LOW,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,"Closed with minimal review — T1059.003 alert on HOST-1001, no further action taken.",2026-01-12T07:37:00Z
CASE-003592,SOC-005,,ALT-003592,2026-01-12T11:51:00Z,ANL-5006,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Confirmed T1003 alert on HOST-4629 against recent change records.,2026-01-12T14:49:00Z
CASE-003593,SOC-005,,ALT-003593,2026-01-12T05:03:00Z,ANL-5006,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Traced network flow from 10.231.231.230 to determine scope of T1021.002 activity on HOST-2646.,2026-01-12T10:56:00Z
CASE-003594,SOC-005,,ALT-003594,2026-01-12T14:32:00Z,ANL-5006,HIGH,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed T1053.005 activity on HOST-3808; correlated with source 10.80.18.6.,2026-01-12T16:13:00Z
CASE-003595,SOC-005,,ALT-003595,2026-01-12T11:49:00Z,ANL-5011,CRITICAL,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Validated authentication logs tied to HOST-3195 to rule out credential compromise.,2026-01-12T12:36:00Z
CASE-003596,SOC-005,,ALT-003596,2026-01-12T23:20:00Z,ANL-5004,LOW,CLOSED,FALSE_POSITIVE,Suspicious PowerShell — False Positive,Manually reviewed HOST-2668 logs; findings documented against case ticket.,2026-01-13T03:55:00Z
CASE-003597,SOC-005,,ALT-003597,2026-01-12T03:19:00Z,ANL-5010,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Analysed endpoint telemetry for HOST-3704 tied to T1003 detection.,2026-01-12T08:06:00Z
CASE-003598,SOC-005,,ALT-003598,2026-01-12T02:09:00Z,ANL-5003,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed T1486 activity on HOST-2701; correlated with source 10.229.38.236.,2026-01-12T03:41:00Z
CASE-003599,SOC-005,,ALT-003599,2026-01-12T09:30:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Traced network flow from 10.5.246.211 to determine scope of T1105 activity on HOST-3617.,2026-01-12T15:19:00Z
CASE-003600,SOC-005,,ALT-003600,2026-01-12T10:43:00Z,ANL-5014,MEDIUM,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Cross-referenced 10.38.120.20 against threat intelligence feeds for HOST-4906.,2026-01-12T12:52:00Z
CASE-003601,SOC-005,,ALT-003601,2026-01-13T21:39:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Manually reviewed HOST-1325 logs; findings documented against case ticket.,2026-01-14T04:54:00Z
CASE-003602,SOC-005,,ALT-003602,2026-01-13T14:36:00Z,ANL-5005,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Traced network flow from 10.175.195.71 to determine scope of T1059.003 activity on HOST-4923.,2026-01-13T18:00:00Z
CASE-003603,SOC-005,,ALT-003603,2026-01-13T03:39:00Z,ANL-5007,LOW,CLOSED,FALSE_POSITIVE,Encoded PowerShell Command — False Positive,Reviewed T1059.001 activity on HOST-3055; correlated with source 10.209.151.147.,2026-01-13T07:54:00Z
CASE-003604,SOC-005,,ALT-003604,2026-01-13T12:57:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-1117 logs; findings documented against case ticket.,2026-01-13T15:10:00Z
CASE-003605,SOC-005,,ALT-003605,2026-01-13T09:21:00Z,ANL-5011,MEDIUM,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Analysed endpoint telemetry for HOST-2179 tied to T1110 detection.,2026-01-13T12:51:00Z
CASE-003606,SOC-005,,ALT-003606,2026-01-13T20:50:00Z,ANL-5006,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-4123, no further action taken.",2026-01-13T22:00:00Z
CASE-003607,SOC-005,,ALT-003607,2026-01-13T01:15:00Z,ANL-5009,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Manually reviewed HOST-4298 logs; findings documented against case ticket.,2026-01-13T03:39:00Z
CASE-003608,SOC-005,,ALT-003608,2026-01-13T12:23:00Z,ANL-5011,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-2834 logs; findings documented against case ticket.,2026-01-13T16:36:00Z
CASE-003609,SOC-005,,ALT-003609,2026-01-13T11:42:00Z,ANL-5003,HIGH,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Investigated T1059.001 indicators on HOST-4298; no further lateral movement observed.,2026-01-13T12:50:00Z
CASE-003610,SOC-005,,ALT-003610,2026-01-13T11:37:00Z,ANL-5007,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Manually reviewed HOST-1816 logs; findings documented against case ticket.,2026-01-13T20:13:00Z
CASE-003611,SOC-005,,ALT-003611,2026-01-13T09:01:00Z,ANL-5009,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Validated authentication logs tied to HOST-3713 to rule out credential compromise.,2026-01-13T12:02:00Z
CASE-003612,SOC-005,,ALT-003612,2026-01-13T12:52:00Z,ANL-5005,MEDIUM,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,"Closed with minimal review — T1059.001 alert on HOST-2084, no further action taken.",2026-01-13T14:45:00Z
CASE-003613,SOC-005,INC-000123,ALT-003613,2026-01-13T02:16:00Z,ANL-5006,CRITICAL,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Validated authentication logs tied to HOST-2185 to rule out credential compromise.,2026-01-13T03:00:00Z
CASE-003614,SOC-005,,ALT-003614,2026-01-13T09:15:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.76.227.243 to determine scope of T1486 activity on HOST-3848.,2026-01-13T12:36:00Z
CASE-003615,SOC-005,,ALT-003615,2026-01-13T07:42:00Z,ANL-5002,HIGH,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Reviewed escalation criteria for HOST-1420; behaviour consistent with known baseline.,2026-01-13T08:26:00Z
CASE-003616,SOC-005,,ALT-003616,2026-01-13T16:55:00Z,ANL-5009,CRITICAL,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Investigated T1595 indicators on HOST-2156; no further lateral movement observed.,2026-01-13T17:24:00Z
CASE-003617,SOC-005,,ALT-003617,2026-01-13T09:25:00Z,ANL-5002,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed T1053.005 activity on HOST-4822; correlated with source 10.128.124.74.,2026-01-13T12:16:00Z
CASE-003618,SOC-005,,ALT-003618,2026-01-13T23:30:00Z,ANL-5006,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Cross-referenced 10.206.189.71 against threat intelligence feeds for HOST-1468.,2026-01-14T03:46:00Z
CASE-003619,SOC-005,,ALT-003619,2026-01-13T08:34:00Z,ANL-5005,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed escalation criteria for HOST-2656; behaviour consistent with known baseline.,2026-01-13T14:57:00Z
CASE-003620,SOC-005,,ALT-003620,2026-01-13T19:56:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Manually reviewed HOST-1988 logs; findings documented against case ticket.,2026-01-14T04:16:00Z
CASE-003621,SOC-005,,ALT-003621,2026-01-13T10:48:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Manually reviewed HOST-3308 logs; findings documented against case ticket.,2026-01-13T16:06:00Z
CASE-003622,SOC-005,,ALT-003622,2026-01-13T00:50:00Z,ANL-5012,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Validated authentication logs tied to HOST-1712 to rule out credential compromise.,2026-01-13T06:43:00Z
CASE-003623,SOC-005,,ALT-003623,2026-01-13T18:53:00Z,ANL-5001,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed and closed.,2026-01-14T00:54:00Z
CASE-003624,SOC-005,,ALT-003624,2026-01-13T19:37:00Z,ANL-5004,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Cross-referenced 10.245.196.8 against threat intelligence feeds for HOST-3377.,2026-01-14T03:13:00Z
CASE-003625,SOC-005,,ALT-003625,2026-01-13T19:06:00Z,ANL-5008,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Confirmed T1486 alert on HOST-4158 against recent change records.,2026-01-14T02:28:00Z
CASE-003626,SOC-005,,ALT-003626,2026-01-13T05:58:00Z,ANL-5011,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Analysed endpoint telemetry for HOST-4386 tied to T1486 detection.,2026-01-13T09:09:00Z
CASE-003627,SOC-005,,ALT-003627,2026-01-13T00:05:00Z,ANL-5008,HIGH,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Cross-referenced 10.115.107.127 against threat intelligence feeds for HOST-2626.,2026-01-13T01:20:00Z
CASE-003628,SOC-005,,ALT-003628,2026-01-13T09:19:00Z,ANL-5004,LOW,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Analysed endpoint telemetry for HOST-1997 tied to T1059.003 detection.,2026-01-13T16:10:00Z
CASE-003629,SOC-005,,ALT-003629,2026-01-13T08:38:00Z,ANL-5003,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Validated authentication logs tied to HOST-1442 to rule out credential compromise.,2026-01-13T13:07:00Z
CASE-003630,SOC-005,,ALT-003630,2026-01-13T09:24:00Z,ANL-5007,HIGH,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Checked process execution history for HOST-3732 following T1021.001 alert.,2026-01-13T10:20:00Z
CASE-003631,SOC-005,,ALT-003631,2026-01-13T19:38:00Z,ANL-5009,LOW,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Investigated T1567 indicators on HOST-2156; no further lateral movement observed.,2026-01-15T10:00:00Z
CASE-003632,SOC-005,,ALT-003632,2026-01-13T01:00:00Z,ANL-5009,MEDIUM,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Traced network flow from 10.22.133.92 to determine scope of T1567 activity on HOST-1612.,2026-01-13T05:23:00Z
CASE-003633,SOC-005,,ALT-003633,2026-01-13T12:04:00Z,ANL-5007,MEDIUM,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Manually reviewed HOST-2716 logs; findings documented against case ticket.,2026-01-13T14:15:00Z
CASE-003634,SOC-005,,ALT-003634,2026-01-13T19:17:00Z,ANL-5001,HIGH,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,Reviewed and closed.,2026-01-13T20:31:00Z
CASE-003635,SOC-005,,ALT-003635,2026-01-13T11:00:00Z,ANL-5013,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Manually reviewed HOST-1506 logs; findings documented against case ticket.,2026-01-13T13:54:00Z
CASE-003636,SOC-005,,ALT-003636,2026-01-13T16:33:00Z,ANL-5007,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Manually reviewed HOST-2390 logs; findings documented against case ticket.,2026-01-13T17:44:00Z
CASE-003637,SOC-005,,ALT-003637,2026-01-13T02:16:00Z,ANL-5004,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Analysed endpoint telemetry for HOST-3781 tied to T1021.002 detection.,2026-01-13T03:30:00Z
CASE-003638,SOC-005,,ALT-003638,2026-01-13T07:29:00Z,ANL-5014,HIGH,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Reviewed escalation criteria for HOST-3142; behaviour consistent with known baseline.,2026-01-13T08:56:00Z
CASE-003639,SOC-005,,ALT-003639,2026-01-13T13:53:00Z,ANL-5007,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Confirmed T1059.003 alert on HOST-4654 against recent change records.,2026-01-13T19:17:00Z
CASE-003640,SOC-005,,ALT-003640,2026-01-13T09:13:00Z,ANL-5005,MEDIUM,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Traced network flow from 10.106.161.168 to determine scope of T1547.001 activity on HOST-1812.,2026-01-13T12:40:00Z
